NOMBRE,PRESENTACION,LABORATORIO,BAJA,VIGENCIA,FECHA,PRECIO,DROGA,DROGAS25,DROGAS25EXT,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,FORMA,VARIEDAD_REV,VARIEDAD_COUNT,VARIEDAD_COD,VARIEDAD_DES,REMEDIAR,LABSEL,TIPO_DE_VENTA,IMPORTADO,TIPOAGRUPA,MARCAAGRUPA,D_MARCA_CONTROLADO,D_TAMANO,D_PAMI,C_PAMI,C_LABORATORIO,C_BARRA,C_TAMANO,C_ACCION,C_DROGA,C_FORMA,C_UPOTENCI,C_TIPOUNID,C_VIA,SNOMED,GTIN1,TROQUEL,ACCION,VIA,CLAVE,PRECIOPAMI,categoria_busqueda,query
ENERGITO VITAMINA C,frutilla past.mast.x 50g,San Ceferino,0,1,26/03/2026,8991,vit.c,,,,No Clasificada,1,unidades de 50 g,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00664,7798033167977,001,00346,09266,00054,undefined,00058,00002, ,7798033167977, ,Suplemento dietario,oral,58700,0,vitamina,vitamina
ENERGITO VITAMINA C,naranja past.mast.x 50g,San Ceferino,0,1,26/03/2026,8991,vit.c,,,,No Clasificada,1,unidades de 50 g,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00664,7798033167946,001,00346,09266,00054,undefined,00058,00002, ,7798033167946, ,Suplemento dietario,oral,58701,0,vitamina,vitamina
GENERDAY VITAMINA C,pouch x 10 x 5 g,Formulab,0,1,06/05/2026,20000,vit.c,,,,No Clasificada,10,unidades de 5 g,Granulados,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00788,7798193951256,001,00346,09266,00048,undefined,00016,00002, ,7798193951256, ,Suplemento dietario,oral,58255,0,vitamina,vitamina
VITAMINA C 1 GR,1 g sob.x 15,ISA,0,1,20/01/2026,6870,vit.c,,,,mg,15,unidades,Granulados,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00372,7790839000458,001,00483,09266,00048,undefined,00005,00002, ,7790839000458, ,Vitamínico,oral,52566,0,vitamina,vitamina
VITAMINA C NATULIV,naranja sobres x 15,Laboratorio ENA,0,1,01/03/2026,8000,vit.c,,,,No Clasificada,15,unidades,Granulados,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00395,7792981004209,001,00346,09266,00048,undefined,00005,00002, ,7792981004209, ,Suplemento dietario,oral,57433,0,vitamina,vitamina
VITAMINA C NATULIV,comp.x 30,Laboratorio ENA,0,1,01/03/2026,8000,vit.c,,,,No Clasificada,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00395,7792981004155,001,00346,09266,00054,undefined,00005,00002, ,7792981004155, ,Suplemento dietario,oral,57010,0,vitamina,vitamina
INNOVANATURALS VITAMINA C,cáps.x 30,Innovapharma,0,1,02/03/2026,10800,vit.c,,,,mg,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00836,7798265480134,001,00346,09266,00002,undefined,00005,00002, ,7798265480134, ,Suplemento dietario,oral,58877,0,vitamina,vitamina
VITAMINA C,tab.x 30,Natural Life,0,1,01/04/2026,17006,vit.c,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00469,761778207571,001,00483,09266,00054,undefined,00005,00002, ,761778207571, ,Vitamínico,oral,56215,0,vitamina,vitamina
VITAMINA C 1 G,frasco cáps. x 30,Innovapharma,0,1,02/03/2026,17200,vit.c,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00836,7798265481148,001,00346,09266,00002,undefined,00005,00002, ,7798265481148, ,Suplemento dietario,oral,64009,0,vitamina,vitamina
QUELAT VITAMINA C QUELATADA,comp.mast.x 30,Framingham Pharma,0,1,04/05/2026,26860,vit.c,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00270,7798008191549,001,00483,09266,00054,undefined,00005,00002, ,7798008191549, ,Vitamínico,oral,62389,0,vitamina,vitamina
VITAMINA C LARJAN,1 g a.x 100 x 5 ml,Veinfar,0,1,13/04/2026,475202,vit.c,,,,mg,100,unidades de 5 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,HOSPITALARIO,Sin informacion (Sin descuento),0,00126,7798072511700,011,00483,09266,00003,undefined,00014,00005,316961000221106,7798072511700, ,Vitamínico,inyectable IM/IV,33470,0,vitamina,vitamina
CIRUELAS+FIBRAS+VITAMINA C  NUTRINAT,laxante x 250 g,San Ceferino,0,1,04/05/2026,16230,vit.c+asoc.,,,,No Clasificada,1,unidades de 250 g,Batidos/Puré/Jugos/Otros alimentos,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00664,7798033167298,001,00346,07372,00044,undefined,00052,00002, ,7798033167298, ,Suplemento dietario,oral,42112,0,vitamina,vitamina
CIRUELAS LIGHT+VITAMINA C  NUTRINAT,laxante x 250 g,San Ceferino,0,1,04/05/2026,16982,vit.c+asoc.,,,,No Clasificada,1,unidades de 250 g,Batidos/Puré/Jugos/Otros alimentos,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00664,7798033167304,001,00346,07372,00044,undefined,00052,00002, ,7798033167304, ,Suplemento dietario,oral,42111,0,vitamina,vitamina
NEOSTRATA ENLIGHTEN SERUM VITAMINA C,sérum x 15 ml,Valuge,0,1,01/05/2026,103017,vit.c+asoc.,,,,%,1,unidades de 15 ml,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00577,732013302511,001,01036,07372,00004,undefined,00035,00009, ,732013302511, ,Antienvejecimiento,uso externo,60420,0,vitamina,vitamina
VITAMINA C VITAMIN WAY,cáps.x 30,Pharmamerican S.R.L.,0,1,28/03/2026,7868,vit.c+asoc.,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00719,7798008294141,001,00346,07372,00002,undefined,00005,00002, ,7798008294141, ,Suplemento dietario,oral,53013,0,vitamina,vitamina
VITAMINA C BEBIBLE VW,polvo x 195 g,Pharmamerican S.R.L.,0,1,28/03/2026,16164,vit.c+asoc.,,,,No Clasificada,30,unidades,Batidos/Puré/Jugos/Otros alimentos,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00719,7798008296626,001,00346,07372,00044,undefined,00005,00002, ,7798008296626, ,Suplemento dietario,oral,61607,0,vitamina,vitamina
VITAMINA C,cáps. x 30,Laboratorio WPN,0,1,09/03/2026,16900,vit.c+asoc.,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00911,7798419660016,001,00346,07372,00002,undefined,00005,00002, ,7798419660016, ,Suplemento dietario,oral,61214,0,vitamina,vitamina
VITAMINA C VITAMIN WAY,cáps.x 60,Pharmamerican S.R.L.,0,1,28/03/2026,14160,vit.c+asoc.,,,,No Clasificada,60,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00719,7798008296350,001,00346,07372,00002,undefined,00005,00002, ,7798008296350, ,Suplemento dietario,oral,61274,0,vitamina,vitamina
INNOVANATURALS VITAMINA C PLUS,cáps.x 30,Innovapharma,0,1,02/03/2026,11900,vit.c+vit.d+zinc,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00836,7798265480141,001,00346,11548,00002,undefined,00005,00002, ,7798265480141, ,Suplemento dietario,oral,58879,0,vitamina,vitamina
VITAMINA C TRIPLE ACCION,comp. x 30,Provefarma,0,1,26/02/2026,12017,vit.c+vit.d+zinc,,,,mg,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00662,7798119969457,001,00483,11548,00054,undefined,00005,00002, ,7798119969457, ,Vitamínico,oral,61325,0,vitamina,vitamina
VITAMINA D VANNIER,fco.gotero x 10 ml,Vannier,0,1,08/05/2026,21244,vit.d,,,,mg/100 ml,1,unidades de 10 ml,Gotas orales,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00328,7795372460882,001,00710,09202,00016,undefined,00015,00002,511081000221107,07795372460882,548655,Vitaminoterapia d,oral,61290,0,vitamina,vitamina
VITAMINA D NATULIV,comp.x 30,Laboratorio ENA,0,1,01/03/2026,8300,vit.d,,,,No Clasificada,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00395,7792981004223,001,00346,09202,00054,undefined,00005,00002, ,7792981004223, ,Suplemento dietario,oral,57981,0,vitamina,vitamina
VITAMINA D VITAMIN WAY,cáps.x 30,Pharmamerican S.R.L.,0,1,28/03/2026,8509,vit.d+magnesio,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00719,7798008295872,001,00346,11503,00002,undefined,00005,00002, ,7798008295872, ,Suplemento dietario,oral,57469,0,vitamina,vitamina
VITAMINA D,cáps. x 30,Laboratorio WPN,0,1,09/03/2026,14300,vit.d+magnesio,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00911,7798419660023,001,00346,11503,00002,undefined,00005,00002, ,7798419660023, ,Suplemento dietario,oral,61212,0,vitamina,vitamina
AVITREX VITAMINA D3,f.a.bebible x 2 ml,Eczane,0,1,06/04/2026,10244,vit.d3,,,,mg,1,unidades de 2 ml,Ampollas bebibles,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00478,7797416013153,001,00710,09218,00022,undefined,00012,00002, ,7797416013153, ,Vitaminoterapia d,oral,55666,0,vitamina,vitamina
VITAMINA D,comp.x 30,Provefarma,0,1,26/02/2026,8268,vit.d3,,,,UI,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00662,7798119969617,001,00346,09218,00054,undefined,00005,00002, ,7798119969617, ,Suplemento dietario,oral,62539,0,vitamina,vitamina
VITAMINA D3 GARDEN,comp.x 30,Garden House Argentina,0,1,24/04/2026,8820,vit.d3,,,,No Clasificada,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00303,7798143170270,001,00346,09218,00054,undefined,00005,00002, ,7798143170270, ,Suplemento dietario,oral,55176,0,vitamina,vitamina
VITAMINA D3-800 UI,cáps.bl.x 30,Natural Life,0,1,01/04/2026,10727,vit.d3,,,,mcg,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00469,7798026680605,001,00710,09218,00002,undefined,00005,00002, ,7798026680605, ,Vitaminoterapia d,oral,58475,0,vitamina,vitamina
VITAMINA D3 + K2 INCAICO,cáps.x 30,Donato Zurlo,0,1,01/04/2026,18800,vit.d3+asoc.,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00405,7797290001017,001,00346,11794,00002,undefined,00005,00002, ,7797290001017, ,Suplemento dietario,oral,64103,0,vitamina,vitamina
VITAMINA E 400,cáps.bl.x 30,Natural Life,0,1,01/04/2026,17998,vit.e,,,,mg,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00469,761778207540,001,00463,00237,00002,undefined,00005,00002, ,761778207540, ,Antioxidante,oral,22786,0,vitamina,vitamina
NUTRI100 VITAMINA E NATURAL,cáps.x 30,Framingham Pharma,0,1,20/04/2026,32500,vit.e natural,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00270,7798008191211,001,00483,01499,00002,undefined,00005,00002, ,7798008191211, ,Vitamínico,oral,59898,0,vitamina,vitamina
VITAMINA E 400 UI VW,cáps.x 30,Pharmamerican S.R.L.,0,1,05/12/2025,8498,vit.e+asoc.,,,,UI,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00719,7798008297319,001,00346,00011,00002,undefined,00005,00002, ,7798008297319, ,Suplemento dietario,oral,64323,0,vitamina,vitamina
VITAMINA K1 BIOL,10 mg a.x 3 x 1 ml,Biol,0,1,28/04/2026,22104,vit.k1,,,,mg/ml,3,unidades de 1 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,50% de descuento,2,00030,7792796476222,001,00483,11338,00003,undefined,00013,00005,317001000221106,07792796476222,502951,Vitamínico,inyectable IM/IV,32971,9026,vitamina,vitamina
VITAMINA K1,1 mg a.x 100 x 0.5 ml,Veinfar,0,1,13/04/2026,392747,vit.k1,,,,mg/ml,100,unidades de 0.5 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,HOSPITALARIO,Sin informacion (Sin descuento),0,00126,7798072511717,011,00483,11338,00003,undefined,00031,00003,326851000221107,07798072511717, ,Vitamínico,inyectable IM,24594,0,vitamina,vitamina
VITAMINA K1 BIOL,1 mg a.x 100 x 0.5 ml,Biol,0,1,28/04/2026,399888,vit.k1,,,,mg,100,unidades de 0.5 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,HOSPITALARIO,Sin informacion (Sin descuento),0,00030,7792796473122,011,00483,11338,00003,undefined,00031,00005,316981000221104,7792796473122, ,Vitamínico,inyectable IM/IV,19460,0,vitamina,vitamina
VITAMINA K1,10 mg a.x 100 x 1 ml,Veinfar,0,1,13/04/2026,424651,vit.k1,,,,mg/ml,100,unidades de 1 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,HOSPITALARIO,Sin informacion (Sin descuento),0,00126,7798072511366,011,00483,11338,00003,undefined,00013,00003,278371000221104,07798072511366, ,Vitamínico,inyectable IM,24595,0,vitamina,vitamina
VITAMINA K1 BIOL,10 mg a.x 100 x 1 ml,Biol,0,1,28/04/2026,454906,vit.k1,,,,mg/ml,100,unidades de 1 ml,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,HOSPITALARIO,Sin informacion (Sin descuento),0,00030,7792796473139,011,00483,11338,00003,undefined,00013,00005,316991000221101,7792796473139, ,Vitamínico,inyectable IM/IV,19461,0,vitamina,vitamina
VITAMINAS K2+D3,cáps.x 30,Innovapharma,0,1,02/03/2026,25200,vit.k2+vit.d3,,,,No Clasificada,30,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00836,7798265481025,001,00346,11791,00002,undefined,00005,00002, ,7798265481025, ,Suplemento dietario,oral,62977,0,vitamina,vitamina
CICATRICURE REGENE-PLAST,crema x 30 g,Genomma Lab.,0,1,07/05/2026,22700,vitaminas,,,,No Clasificada,1,unidades de 30 g,Cremas/Geles/Pomadas/Ungüentos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00715,650240073151,001,00412,07684,00004,undefined,00044,00009, ,650240073151, ,Dermatocosméticos,uso externo,63660,0,vitamina,vitamina
VITAMINA D LAFARMEN,comp.x 30,Lafarmen,0,1,10/03/2026,8000,"zinc,sulfato+vit.d",,,,No Clasificada,30,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00398,7798026677346,001,00483,11607,00054,undefined,00005,00002, ,7798026677346, ,Vitamínico,oral,59763,0,vitamina,vitamina
ZINC + VITAMINA D,comp.x 200,Lafarmen,0,1,27/03/2026,52000,"zinc,sulfato+vit.d",,,,No Clasificada,200,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00398,7798026677902,001,00255,11607,00054,undefined,00005,00002, ,7798026677902, ,Energizante masculino,oral,61710,0,vitamina,vitamina
CAPILLAIRE MAX SHAMPOO ANTICAIDA,env. x 190 ml,Cepage,0,1,10/04/2026,27600,aminexil+arginina+calcio,,,,No Clasificada,1,unidades de 190 ml,Shampoo/Jabón líquido,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00794,7798182771100,001,00367,11493,00012,undefined,00144,00009, ,7798182771100, ,Regenerador capilar,uso externo,59424,0,calcio,calcio
CAPILLAIRE MAX LOCIÓN ANTICAÍDA,spray s/enj. x 120 ml,Cepage,0,1,10/04/2026,42500,aminexil+arginina+calcio,,,,No Clasificada,1,unidades de 120 ml,Solución de uso externo/Loción,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00794,7798182770387,001,00367,11493,00027,undefined,00043,00009, ,7798182770387, ,Regenerador capilar,uso externo,57268,0,calcio,calcio
CALCIO BASE VENT-3,tab.mast.x 60,Vent 3,0,1,01/04/2026,13799,calcio,,,,mg,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Bajo Receta,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00234,7791939000096,001,00016,01476,00054,undefined,00005,00002,205511000221100,07791939000096,3936111,Calciterápico,oral,15480,0,calcio,calcio
CALCIOFLAV,cáps.x 20,PGN,0,1,02/02/2026,9726,calcio+asoc.,,,,No Clasificada,20,unidades,Cápsulas/Softgels,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00460,7798056151748,001,00346,00503,00002,undefined,00005,00002, ,7798056151748, ,Suplemento dietario,oral,54293,0,calcio,calcio
NOARTRIT CA+MG+D3,comp.x 60,Provefarma,0,1,26/02/2026,10473,calcio+asoc.,,,,No Clasificada,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00662,7798119960720,001,00016,00503,00054,undefined,00005,00002, ,7798119960720, ,Calciterápico,oral,53066,0,calcio,calcio
CALCIO-MAGNESIO-ZINC,estuche comp.x 60,Natural Life,0,1,01/04/2026,21539,calcio+asoc.,,,,No Clasificada,60,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00469,761778207564,001,00346,00503,00054,undefined,00005,00002, ,761778207564, ,Suplemento dietario,oral,56522,0,calcio,calcio
CALCIO 500 GARDEN HOUSE,comp.x 40,Garden House Argentina,0,1,24/04/2026,13090,calcio+vit.d,,,,mg/UI,40,unidades,Comprimidos/Pastillas/Tabletas/Grageas,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00303,7798023940498,001,00016,00925,00054,undefined,00005,00002, ,7798023940498, ,Calciterápico,oral,20295,0,calcio,calcio
SIMPLE CALCIO + VITAMINA D,doy pack past.de gomax28,Bagó-Arcor,0,1,29/04/2026,14192,calcio+vit.d,,,,No Clasificada,60,unidades,Caramelos,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00869,7790580125684,001,00346,00925,00014,undefined,00005,00002, ,7790580125684, ,Suplemento dietario,oral,56527,0,calcio,calcio
SIMPLE CALCIO + VITAMINA D,pastillas de goma x 60,Bagó-Arcor,0,1,29/04/2026,27696,calcio+vit.d,,,,No Clasificada,60,unidades,Caramelos,,0, , ,,,Venta Libre,Nacional,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00869,7790580119614,001,00346,00925,00014,undefined,00005,00002, ,7790580119614, ,Suplemento dietario,oral,54939,0,calcio,calcio
BIATAIN ALGINATE,após.5x5 cm x 1 u.,Coloplast,0,1,27/02/2026,8453,"calcio,alginato",,,,No Clasificada,1,unidades de 5 x 5 cm,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5701780987608,001,00565,00970,00045,undefined,00335,00009, ,5701780987608, ,Cuidado de heridas,uso externo,52746,0,calcio,calcio
BIATAIN ALGINATE,após.10x10 cm x 1 u.,Coloplast,0,1,27/02/2026,11721,"calcio,alginato",,,,No Clasificada,1,unidades de 10 x 10 cm,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5701780987622,001,00565,00970,00045,undefined,00318,00009, ,5701780987622, ,Cuidado de heridas,uso externo,52744,0,calcio,calcio
BIATAIN ALGINATE,após.15x15 cm x 1 u.,Coloplast,0,1,27/02/2026,23803,"calcio,alginato",,,,No Clasificada,1,unidades de 15 x 15 cm,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5701780987646,001,00565,00970,00045,undefined,00327,00009, ,5701780987646, ,Cuidado de heridas,uso externo,52745,0,calcio,calcio
BIATAIN ALGINATE,filler 40 cm/2 g x 1 u.,Coloplast,0,1,27/02/2026,23879,"calcio,alginato",,,,No Clasificada,1,No Clasificada,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5701780987660,001,00565,00970,00045,undefined,00001,00009, ,5701780987660, ,Cuidado de heridas,uso externo,52747,0,calcio,calcio
BIATAIN ALGINATE AG,filler 40 cm/2g x1 unid.,Coloplast,0,1,27/02/2026,41058,"calcio,alginato",,,,No Clasificada,1,No Clasificada,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5708932049146,001,00565,00970,00045,undefined,00001,00009, ,5708932049146, ,Cuidado de heridas,uso externo,54575,0,calcio,calcio
BIATAIN ALGINATE AG,após.10x10 cm x 1 unid.,Coloplast,0,1,27/02/2026,49590,"calcio,alginato",,,,No Clasificada,1,unidades de 10 x 10 cm,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5708932049085,001,00565,00970,00045,undefined,00318,00009, ,5708932049085, ,Cuidado de heridas,uso externo,54573,0,calcio,calcio
BIATAIN ALGINATE AG,após.15x15 cm x 1 unid.,Coloplast,0,1,27/02/2026,81344,"calcio,alginato",,,,No Clasificada,1,unidades de 15 x 15 cm,Apósitos/Curitas/Adhesivos,,0, , ,,,Venta Libre,Importado,No controlado, ,NO CONTROLADO,MENOR,Sin informacion (Sin descuento),0,00467,5708932049115,001,00565,00970,00045,undefined,00327,00009, ,5708932049115, ,Cuidado de heridas,uso externo,54574,0,calcio,calcio
